Review,Number of Reviews,Price,Tax,Star,Rating
Good,238,104,16,2,7.5
Very Good,130,84,7,2,8
Very Good,260,179,20,3,8.2
Good,873,85,15,3,7
Good,295,72,8,3,7.5
Very Good,148,139,17,2,8.3
Very Good,262,229,33,4,8.5
Excellent,459,125,21,3,8.6
Good,134,89,12,2,7.5
Good,635,110,0,0,7.8
Good,329,90,13,3,7.8
Very Good,153,79,10,2,8.2
Review score,332,75,11,2,6.9
Excellent,230,211,25,2,8.8
Good,486,239,34,4,7.6
Good,912,229,28,3,7.9
Excellent,322,150,20,2,8.8
Excellent,139,116,11,2,8.6
Good,70,66,9,2,7.5
Very Good,603,140,12,3,8.3
Excellent,138,100,25,2,8.8
Very Good,144,149,12,3,8.2
Very Good,243,134,31,3,8.2
Good,116,99,9,2,7.4
Very Good,168,159,23,2,8.2
Good,164,95,12,2,7.8
Wonderful,194,211,19,3,9.1
Very Good,242,92,12,3,8.3
Very Good,296,340,89,4,8.4
Wonderful,173,149,16,2,9
Very Good,335,137,21,3,8.5
Excellent,200,119,18,2,8.7
Very Good,179,189,28,2,8.2
Wonderful,190,162,18,3,9
Review score,200,123,16,3,6.5
Very Good,130,67,9,3,8.1
Good,351,120,11,3,7.3
Good,133,109,14,2,7.5
Very Good,141,70,10,0,8.3
Very Good,196,64,14,4,8.4
Very Good,132,134,17,2,8.3
Review score,218,92,14,3,6.9
Very Good,197,169,18,3,8
Good,283,113,15,3,7.2
Very Good,677,130,14,3,8.5
Good,168,164,22,2,7.3
Good,29,100,12,0,7.1
Very Good,644,140,13,4,8.4
Very Good,244,149,21,3,8.1
Excellent,234,203,26,2,8.9
Excellent,117,249,33,2,8.6
Very Good,165,189,70,3,8.1
Good,430,195,27,2,7.7
Good,543,94,10,2,7.9
Good,145,149,19,2,7.6
Very Good,226,79,9,2,8.5
Good,1,165,18,2,7.4
Very Good,525,95,14,3,8
Good,299,98,15,3,7.4
Good,162,92,7,2,7.7
Wonderful,143,199,26,3,9.1
Good,200,161,23,2,7.7
Good,33,90,11,2,7.2
Very Good,82,130,13,3,8.4
Very Good,106,73,19,2,8.5
Excellent,311,164,11,3,8.8
Wonderful,96,155,19,2,9.3
Excellent,100,100,8,1,8.7
Good,320,134,18,3,7.8
Good,427,185,27,2,7.2
Good,341,159,17,3,7.8
Excellent,558,139,0,3,8.9
Wonderful,312,207,17,3,9
Very Good,181,97,15,3,8.2
Very Good,176,129,19,0,8.2
Very Good,328,120,14,2,8.2
Good,1,122,25,4,7.2
Review score,109,115,19,2,6.6
Very Good,329,93,11,3,8.3
Good,483,100,8,3,7.6
Very Good,104,84,13,2,8.4
Good,274,87,11,3,7.1
Wonderful,142,164,20,3,9.1
Good,280,109,15,3,7.6
Good,350,136,15,3,7.5
Good,216,169,20,2,7.6
Very Good,248,289,32,2,8.5
Good,274,87,11,3,7.1
Wonderful,142,164,20,3,9.1
Good,280,109,15,3,7.6
Good,118,109,20,3,7.5
Good,216,169,20,2,7.6
Good,186,144,10,2,7.3
Wonderful,96,155,19,2,9.3
Good,287,114,15,3,7.3
Good,152,95,7,3,7.7
Good,159,101,13,2,7.6
Very Good,404,119,19,3,8
Good,397,159,20,3,7.6
Excellent,151,129,15,2,8.6
Excellent,272,327,86,2,8.9
Excellent,55,139,23,3,8.7
Very Good,357,129,14,3,8.2
Wonderful,154,165,13,2,9
Very Good,453,171,15,3,8.4
Excellent,191,179,21,2,8.9
Very Good,124,118,16,3,8.4
Excellent,168,109,15,3,8.7
Excellent,87,109,16,2,8.9
Very Good,41,95,15,2,8.4
Review score,242,78,6,2,6.9
Good,390,116,15,2,7.5
Good,75,96,13,2,7.9
Excellent,289,299,45,3,8.7
Good,71,70,8,2,7.9
Good,97,89,13,2,7.8
Very Good,129,149,13,2,8.3
Good,146,80,17,2,7.7
Good,234,159,20,2,7.6
Wonderful,125,124,16,2,9
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Good,224,80,6,2,7.8
Good,181,139,11,2,7
Good,230,159,21,2,7.1
Excellent,116,153,18,2,8.9
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Good,363,270,36,3,7.9
Good,178,90,12,2,7.7
Good,530,100,13,2,7.5
Good,120,79,9,2,7.7
Very Good,112,95,15,2,8.4
Wonderful,109,259,34,3,9.1
Good,97,89,13,2,7.8
Very Good,170,199,22,3,8.4
Very Good,129,149,13,2,8.3
Very Good,160,99,17,2,8.3
Good,146,80,17,2,7.7
Wonderful,125,124,16,2,9
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,202,154,18,3,8.9
Good,224,80,6,2,7.8
Very Good,343,199,36,4,8.4
Very Good,355,129,17,3,8.4
Very Good,195,95,12,3,8
Good,181,139,11,2,7
Good,230,159,21,2,7.1
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Good,363,270,36,3,7.9
Very Good,682,194,28,4,8.2
Very Good,270,169,22,2,8.2
Good,530,100,13,2,7.5
Very Good,112,95,15,2,8.4
Good,390,116,15,2,7.5
Very Good,262,75,10,3,8
Good,190,149,15,2,7.3
Good,75,96,13,2,7.9
Excellent,289,299,45,3,8.7
Good,97,89,13,2,7.8
Very Good,129,149,13,2,8.3
Good,146,80,17,2,7.7
Good,234,159,20,2,7.6
Wonderful,125,124,16,2,9
Very Good,143,159,21,2,8.1
Excellent,70,229,30,0,8.8
Excellent,459,125,21,3,8.6
Good,224,80,6,2,7.8
Very Good,343,199,36,4,8.4
Very Good,195,95,12,3,8
Good,230,159,21,2,7.1
Excellent,116,153,18,2,8.9
Very Good,142,94,18,2,8.3
Good,238,104,16,2,7.5
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Very Good,270,169,22,2,8.2
Excellent,292,129,14,2,8.6
Good,359,89,12,3,7.5
Excellent,289,299,45,3,8.7
Good,71,70,8,2,7.9
Good,97,89,13,2,7.8
Good,234,159,20,2,7.6
Wonderful,125,124,16,2,9
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,202,154,18,3,8.9
Good,224,80,6,2,7.8
Very Good,343,199,36,4,8.4
Good,181,139,11,2,7
Good,230,159,21,2,7.1
Good,428,144,18,2,7.9
Excellent,116,153,18,2,8.9
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Good,363,270,36,3,7.9
Very Good,182,129,14,3,8.2
Good,530,100,13,2,7.5
Good,120,79,9,2,7.7
Very Good,112,95,15,2,8.4
Good,359,89,12,3,7.5
Excellent,289,299,45,3,8.7
Good,71,70,8,2,7.9
Good,97,89,13,2,7.8
Very Good,129,149,13,2,8.3
Good,146,80,17,2,7.7
Good,234,159,20,2,7.6
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,459,125,21,3,8.6
Excellent,202,154,18,3,8.9
Good,224,80,6,2,7.8
Very Good,343,199,36,4,8.4
Good,181,139,11,2,7
Review score,401,81,10,2,6.9
Excellent,116,153,18,2,8.9
Very Good,142,94,18,2,8.3
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Good,363,270,36,3,7.9
Excellent,292,129,14,2,8.6
Good,530,100,13,2,7.5
Good,97,89,13,2,7.8
Good,234,159,20,2,7.6
Wonderful,125,124,16,2,9
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,459,125,21,3,8.6
Excellent,202,154,18,3,8.9
Good,224,80,6,2,7.8
Good,230,159,21,2,7.1
Good,428,144,18,2,7.9
Very Good,142,94,18,2,8.3
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Very Good,682,194,28,4,8.2
Very Good,182,129,14,3,8.2
Excellent,292,129,14,2,8.6
Good,178,90,12,2,7.7
Good,530,100,13,2,7.5
Good,120,79,9,2,7.7
Very Good,112,95,15,2,8.4
Wonderful,109,259,34,3,9.1
Good,196,98,11,2,7
Good,71,70,8,2,7.9
Good,123,85,9,3,7.8
Good,97,89,13,2,7.8
Very Good,129,149,13,2,8.3
Very Good,160,99,17,2,8.3
Good,146,80,17,2,7.7
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,202,154,18,3,8.9
Good,224,80,6,2,7.8
Very Good,355,129,17,3,8.4
Very Good,195,95,12,3,8
Good,181,139,11,2,7
Review score,401,81,10,2,6.9
Excellent,558,139,0,3,8.9
Excellent,116,153,18,2,8.9
Very Good,142,94,18,2,8.3
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Good,363,270,36,3,7.9
Very Good,270,169,22,2,8.2
Good,178,90,12,2,7.7
Very Good,129,149,13,2,8.3
Very Good,160,99,17,2,8.3
Good,146,80,17,2,7.7
Wonderful,125,124,16,2,9
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,459,125,21,3,8.6
Good,224,80,6,2,7.8
Very Good,343,199,36,4,8.4
Good,181,139,11,2,7
Good,230,159,21,2,7.1
Very Good,142,94,18,2,8.3
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Good,363,270,36,3,7.9
Very Good,682,194,28,4,8.2
Excellent,292,129,14,2,8.6
Good,530,100,13,2,7.5
Very Good,112,95,15,2,8.4
Wonderful,326,129,17,3,9.1
Good,196,98,11,2,7
Good,174,143,17,3,7.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,202,154,18,3,8.9
Good,224,80,6,2,7.8
Very Good,343,199,36,4,8.4
Very Good,195,95,12,3,8
Good,181,139,11,2,7
Good,428,144,18,2,7.9
Excellent,116,153,18,2,8.9
Very Good,142,94,18,2,8.3
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Good,363,270,36,3,7.9
Very Good,182,129,14,3,8.2
Very Good,270,169,22,2,8.2
Good,530,100,13,2,7.5
Good,120,79,9,2,7.7
Very Good,112,95,15,2,8.4
Good,196,98,11,2,7
Good,174,143,17,3,7.1
Very Good,129,149,13,2,8.3
Excellent,261,109,14,3,8.6
Very Good,614,111,15,2,8.4
Good,97,89,13,2,7.8
Good,234,159,20,2,7.6
Wonderful,125,124,16,2,9
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,202,154,18,3,8.9
Good,224,80,6,2,7.8
Good,181,139,11,2,7
Good,428,144,18,2,7.9
Excellent,558,139,0,3,8.9
Excellent,116,153,18,2,8.9
Very Good,142,94,18,2,8.3
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Good,363,270,36,3,7.9
Very Good,182,129,14,3,8.2
Good,178,90,12,2,7.7
Good,530,100,13,2,7.5
Good,120,79,9,2,7.7
Very Good,112,95,15,2,8.4
Wonderful,326,129,17,3,9.1
Wonderful,109,259,34,3,9.1
Wonderful,125,124,16,2,9
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,459,125,21,3,8.6
Excellent,202,154,18,3,8.9
Good,224,80,6,2,7.8
Very Good,195,95,12,3,8
Good,181,139,11,2,7
Good,428,144,18,2,7.9
Excellent,116,153,18,2,8.9
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Good,363,270,36,3,7.9
Very Good,182,129,14,3,8.2
Very Good,270,169,22,2,8.2
Excellent,292,129,14,2,8.6
Good,178,90,12,2,7.7
Good,530,100,13,2,7.5
Good,120,79,9,2,7.7
Very Good,112,95,15,2,8.4
Wonderful,109,259,34,3,9.1
Very Good,221,122,13,3,8.1
Good,359,89,12,3,7.5
Excellent,289,299,45,3,8.7
Good,71,70,8,2,7.9
Good,97,89,13,2,7.8
Very Good,160,99,17,2,8.3
Very Good,143,159,21,2,8.1
Excellent,70,229,30,0,8.8
Excellent,202,154,18,3,8.9
Good,224,80,6,2,7.8
Very Good,355,129,17,3,8.4
Very Good,195,95,12,3,8
Good,181,139,11,2,7
Review score,401,81,10,2,6.9
Good,428,144,18,2,7.9
Excellent,116,153,18,2,8.9
Very Good,142,94,18,2,8.3
Good,238,104,16,2,7.5
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Good,363,270,36,3,7.9
Very Good,182,129,14,3,8.2
Very Good,270,169,22,2,8.2
Good,178,90,12,2,7.7
Good,530,100,13,2,7.5
Good,97,89,13,2,7.8
Very Good,160,99,17,2,8.3
Wonderful,125,124,16,2,9
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,459,125,21,3,8.6
Good,224,80,6,2,7.8
Very Good,343,199,36,4,8.4
Very Good,355,129,17,3,8.4
Good,181,139,11,2,7
Good,230,159,21,2,7.1
Good,428,144,18,2,7.9
Excellent,558,139,0,3,8.9
Excellent,116,153,18,2,8.9
Very Good,142,94,18,2,8.3
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Good,363,270,36,3,7.9
Very Good,182,129,14,3,8.2
Excellent,292,129,14,2,8.6
Good,530,100,13,2,7.5
Very Good,112,95,15,2,8.4
Very Good,682,194,28,4,8.2
Good,390,116,15,2,7.5
Very Good,262,75,10,3,8
Good,190,149,15,2,7.3
Good,75,96,13,2,7.9
Excellent,289,299,45,3,8.7
Good,97,89,13,2,7.8
Good,234,159,20,2,7.6
Wonderful,125,124,16,2,9
Very Good,143,159,21,2,8.1
Excellent,70,229,30,0,8.8
Excellent,459,125,21,3,8.6
Good,224,80,6,2,7.8
Good,428,144,18,2,7.9
Excellent,116,153,18,2,8.9
Very Good,142,94,18,2,8.3
Good,238,104,16,2,7.5
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Very Good,182,129,14,3,8.2
Excellent,292,129,14,2,8.6
Good,178,90,12,2,7.7
Good,530,100,13,2,7.5
Good,120,79,9,2,7.7
Good,75,96,13,2,7.9
Good,359,89,12,3,7.5
Excellent,289,299,45,3,8.7
Good,97,89,13,2,7.8
Very Good,129,149,13,2,8.3
Good,146,80,17,2,7.7
Good,234,159,20,2,7.6
Wonderful,125,124,16,2,9
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,202,154,18,3,8.9
Good,224,80,6,2,7.8
Very Good,343,199,36,4,8.4
Good,230,159,21,2,7.1
Excellent,116,153,18,2,8.9
Very Good,142,94,18,2,8.3
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Good,530,100,13,2,7.5
Good,120,79,9,2,7.7
Very Good,112,95,15,2,8.4
Wonderful,326,129,17,3,9.1
Excellent,289,299,45,3,8.7
Good,71,70,8,2,7.9
Review score,200,123,16,3,6.5
Good,97,89,13,2,7.8
Very Good,170,199,22,3,8.4
Very Good,129,149,13,2,8.3
Good,146,80,17,2,7.7
Good,234,159,20,2,7.6
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,202,154,18,3,8.9
Good,224,80,6,2,7.8
Very Good,343,199,36,4,8.4
Good,181,139,11,2,7
Review score,401,81,10,2,6.9
Excellent,116,153,18,2,8.9
Very Good,142,94,18,2,8.3
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Good,363,270,36,3,7.9
Good,530,100,13,2,7.5
Good,120,79,9,2,7.7
Excellent,289,299,45,3,8.7
Good,123,85,9,3,7.8
Review score,200,123,16,3,6.5
Good,97,89,13,2,7.8
Very Good,170,199,22,3,8.4
Very Good,129,149,13,2,8.3
Very Good,160,99,17,2,8.3
Good,146,80,17,2,7.7
Wonderful,125,124,16,2,9
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,202,154,18,3,8.9
Good,224,80,6,2,7.8
Very Good,343,199,36,4,8.4
Very Good,355,129,17,3,8.4
Very Good,195,95,12,3,8
Excellent,558,139,0,3,8.9
Very Good,142,94,18,2,8.3
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Very Good,682,194,28,4,8.2
Very Good,270,169,22,2,8.2
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,459,125,21,3,8.6
Excellent,202,154,18,3,8.9
Good,224,80,6,2,7.8
Very Good,355,129,17,3,8.4
Very Good,195,95,12,3,8
Good,181,139,11,2,7
Review score,401,81,10,2,6.9
Good,428,144,18,2,7.9
Excellent,558,139,0,3,8.9
Excellent,116,153,18,2,8.9
Very Good,142,94,18,2,8.3
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Good,363,270,36,3,7.9
Very Good,182,129,14,3,8.2
Very Good,270,169,22,2,8.2
Excellent,292,129,14,2,8.6
Good,178,90,12,2,7.7
Good,530,100,13,2,7.5
Very Good,112,95,15,2,8.4
Very Good,262,75,10,3,8
Good,190,149,15,2,7.3
Good,75,96,13,2,7.9
Excellent,289,299,45,3,8.7
Good,97,89,13,2,7.8
Very Good,160,99,17,2,8.3
Wonderful,125,124,16,2,9
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,459,125,21,3,8.6
Good,224,80,6,2,7.8
Very Good,355,129,17,3,8.4
Very Good,195,95,12,3,8
Good,230,159,21,2,7.1
Good,428,144,18,2,7.9
Excellent,116,153,18,2,8.9
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Very Good,182,129,14,3,8.2
Very Good,270,169,22,2,8.2
Excellent,292,129,14,2,8.6
Good,178,90,12,2,7.7
Good,146,80,17,2,7.7
Good,234,159,20,2,7.6
Wonderful,125,124,16,2,9
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,459,125,21,3,8.6
Excellent,202,154,18,3,8.9
Good,224,80,6,2,7.8
Good,181,139,11,2,7
Good,230,159,21,2,7.1
Excellent,116,153,18,2,8.9
Very Good,142,94,18,2,8.3
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Good,363,270,36,3,7.9
Excellent,292,129,14,2,8.6
Good,178,90,12,2,7.7
Good,530,100,13,2,7.5
Good,120,79,9,2,7.7
Very Good,112,95,15,2,8.4
Wonderful,109,259,34,3,9.1
Good,196,98,11,2,7
Good,97,89,13,2,7.8
Very Good,170,199,22,3,8.4
Good,234,159,20,2,7.6
Very Good,143,159,21,2,8.1
Excellent,163,149,14,3,8.6
Excellent,70,229,30,0,8.8
Very Good,44,229,34,3,8.5
Excellent,202,154,18,3,8.9
Good,224,80,6,2,7.8
Review score,401,81,10,2,6.9
Good,428,144,18,2,7.9
Excellent,116,153,18,2,8.9
Very Good,142,94,18,2,8.3
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Very Good,577,169,17,3,8.1
Very Good,182,129,14,3,8.2
Good,178,90,12,2,7.7
Good,530,100,13,2,7.5
Good,120,79,9,2,7.7
Very Good,112,95,15,2,8.4
Wonderful,326,129,17,3,9.1
Good,196,98,11,2,7
Good,174,143,17,3,7.1
Very Good,129,149,13,2,8.3
Very Good,104,84,13,2,8.4
Excellent,289,299,45,3,8.7
Good,71,70,8,2,7.9
Good,123,85,9,3,7.8
Review score,200,123,16,3,6.5
Good,97,89,13,2,7.8
Very Good,170,199,22,3,8.4
Very Good,129,149,13,2,8.3
Very Good,160,99,17,2,8.3
Good,146,80,17,2,7.7
Wonderful,125,124,16,2,9
Very Good,143,159,21,2,8.1
Excellent,70,229,30,0,8.8
Good,224,80,6,2,7.8
Very Good,343,199,36,4,8.4
Very Good,355,129,17,3,8.4
Very Good,195,95,12,3,8
Good,181,139,11,2,7
Good,230,159,21,2,7.1
Excellent,558,139,0,3,8.9
Excellent,116,153,18,2,8.9
Very Good,142,94,18,2,8.3
Good,238,104,16,2,7.5
Good,239,75,12,2,7.9
Very Good,137,199,22,2,8.2
Good,891,246,30,3,7.8
Excellent,211,174,22,2,8.7
Excellent,63,144,32,2,8.9
Good,125,139,15,3,7.9
Good,69,130,10,2,7.6
Very Good,411,129,15,3,8.3
Very Good,261,149,15,2,8.4
Wonderful,3,110,6,3,9.3
Wonderful,39,269,30,3,9.2
Excellent,76,199,23,3,8.9
Good,120,79,9,2,7.7
Very Good,349,180,22,3,8.4
Wonderful,312,207,17,3,9
Excellent,161,164,16,3,8.6
Good,308,289,34,3,7.8
Excellent,386,129,17,3,8.9
Good,71,70,8,2,7.9
Good,912,229,28,3,7.9
Wonderful,241,124,21,3,9
Very Good,249,184,18,3,8.3
Wonderful,119,142,21,4,9
Excellent,202,106,13,3,8.9
Excellent,103,144,27,3,8.8
Very Good,132,182,22,2,8.5
Very Good,287,154,23,2,8.2
Good,165,118,21,3,7.4
Good,891,246,30,3,7.8
Excellent,211,174,22,2,8.7
Excellent,63,144,32,2,8.9
Good,125,139,15,3,7.9
Good,69,130,10,2,7.6
Very Good,411,129,15,3,8.3
Very Good,261,149,15,2,8.4
Wonderful,3,110,6,3,9.3
Wonderful,39,269,30,3,9.2
Excellent,76,199,23,3,8.9
Good,120,79,9,2,7.7
Very Good,349,180,22,3,8.4
Wonderful,312,207,17,3,9
Excellent,161,164,16,3,8.6
Good,308,289,34,3,7.8
Excellent,386,129,17,3,8.9
Good,71,70,8,2,7.9
Good,912,229,28,3,7.9
Wonderful,241,124,21,3,9
Very Good,249,184,18,3,8.3
Wonderful,119,142,21,4,9
Excellent,202,106,13,3,8.9
Excellent,103,144,27,3,8.8
Very Good,132,182,22,2,8.5
Good,891,246,30,3,7.8
Excellent,211,174,22,2,8.7
Excellent,63,144,32,2,8.9
Good,125,139,15,3,7.9
Good,69,130,10,2,7.6
Very Good,411,129,15,3,8.3
Very Good,261,149,15,2,8.4
Wonderful,3,110,6,3,9.3
Wonderful,39,269,30,3,9.2
Excellent,76,199,23,3,8.9
Good,120,79,9,2,7.7
Very Good,349,180,22,3,8.4
Wonderful,312,207,17,3,9
Excellent,161,164,16,3,8.6
Good,308,289,34,3,7.8
Excellent,386,129,17,3,8.9
Good,71,70,8,2,7.9
Good,912,229,28,3,7.9
Wonderful,241,124,21,3,9
Very Good,249,184,18,3,8.3
Wonderful,119,142,21,4,9
Excellent,202,106,13,3,8.9
Excellent,103,144,27,3,8.8
Very Good,132,182,22,2,8.5
Very Good,287,154,23,2,8.2
Good,165,118,21,3,7.4
Good,891,246,30,3,7.8
Excellent,211,174,22,2,8.7
Excellent,63,144,32,2,8.9
Good,125,139,15,3,7.9
Good,69,130,10,2,7.6
Very Good,411,129,15,3,8.3
Very Good,261,149,15,2,8.4
Wonderful,3,110,6,3,9.3
Wonderful,39,269,30,3,9.2
Excellent,76,199,23,3,8.9
Good,120,79,9,2,7.7
Very Good,349,180,22,3,8.4
Wonderful,312,207,17,3,9
Excellent,161,164,16,3,8.6
Good,308,289,34,3,7.8
Excellent,386,129,17,3,8.9
Good,71,70,8,2,7.9
Good,912,229,28,3,7.9
Wonderful,241,124,21,3,9
Very Good,249,184,18,3,8.3
Wonderful,119,142,21,4,9
Excellent,202,106,13,3,8.9
Excellent,103,144,27,3,8.8
Very Good,132,182,22,2,8.5
Good,165,118,21,3,7.4
Good,891,246,30,3,7.8
Excellent,211,174,22,2,8.7
Excellent,63,144,32,2,8.9
Good,125,139,15,3,7.9
Good,69,130,10,2,7.6
Very Good,411,129,15,3,8.3
Very Good,261,149,15,2,8.4
Wonderful,3,110,6,3,9.3
Wonderful,39,269,30,3,9.2
Excellent,76,199,23,3,8.9
Good,120,79,9,2,7.7
Very Good,349,180,22,3,8.4
Wonderful,312,207,17,3,9
Excellent,161,164,16,3,8.6
Good,308,289,34,3,7.8
Excellent,386,129,17,3,8.9
Good,71,70,8,2,7.9
Good,912,229,28,3,7.9
Wonderful,241,124,21,3,9
Very Good,249,184,18,3,8.3
Wonderful,119,142,21,4,9
Excellent,202,106,13,3,8.9
Excellent,103,144,27,3,8.8
Very Good,132,182,22,2,8.5
Good,165,118,21,3,7.4
Good,891,246,30,3,7.8
Excellent,211,174,22,2,8.7
Excellent,63,144,32,2,8.9
Good,125,139,15,3,7.9
Good,69,130,10,2,7.6
Very Good,411,129,15,3,8.3
Very Good,261,149,15,2,8.4
Wonderful,3,110,6,3,9.3
Wonderful,39,269,30,3,9.2
Excellent,76,199,23,3,8.9
Good,120,79,9,2,7.7
Very Good,349,180,22,3,8.4
Wonderful,312,207,17,3,9
Excellent,161,164,16,3,8.6
Good,308,289,34,3,7.8
Excellent,386,129,17,3,8.9
Good,71,70,8,2,7.9
Good,912,229,28,3,7.9
Wonderful,241,124,21,3,9
Very Good,249,184,18,3,8.3
Wonderful,119,142,21,4,9
Excellent,202,106,13,3,8.9
Excellent,103,144,27,3,8.8
Very Good,132,182,22,2,8.5
Good,165,118,21,3,7.4
Good,891,246,30,3,7.8
Excellent,211,174,22,2,8.7
Excellent,63,144,32,2,8.9
Good,125,139,15,3,7.9
Good,69,130,10,2,7.6
Very Good,411,129,15,3,8.3
Very Good,261,149,15,2,8.4
Wonderful,3,110,6,3,9.3
Wonderful,39,269,30,3,9.2
Excellent,76,199,23,3,8.9
Good,120,79,9,2,7.7
Very Good,349,180,22,3,8.4
Wonderful,312,207,17,3,9
Excellent,161,164,16,3,8.6
Good,308,289,34,3,7.8
Excellent,386,129,17,3,8.9
Good,71,70,8,2,7.9
Good,912,229,28,3,7.9
Wonderful,241,124,21,3,9
Very Good,249,184,18,3,8.3
Wonderful,119,142,21,4,9
Excellent,202,106,13,3,8.9
Excellent,103,144,27,3,8.8
Very Good,132,182,22,2,8.5
Good,891,246,30,3,7.8
Excellent,211,174,22,2,8.7
Excellent,63,144,32,2,8.9
Good,125,139,15,3,7.9
Good,69,130,10,2,7.6
Very Good,411,129,15,3,8.3
Very Good,261,149,15,2,8.4
Wonderful,3,110,6,3,9.3
Wonderful,39,269,30,3,9.2
Excellent,76,199,23,3,8.9
Good,120,79,9,2,7.7
Very Good,349,180,22,3,8.4
Wonderful,312,207,17,3,9
Excellent,161,164,16,3,8.6
Good,308,289,34,3,7.8
Excellent,386,129,17,3,8.9
Good,71,70,8,2,7.9
Good,912,229,28,3,7.9
Wonderful,241,124,21,3,9
Very Good,249,184,18,3,8.3
Wonderful,119,142,21,4,9
Excellent,202,106,13,3,8.9
Excellent,103,144,27,3,8.8
Very Good,132,182,22,2,8.5
Very Good,287,154,23,2,8.2
Good,165,118,21,3,7.4
Good,891,246,30,3,7.8
Excellent,211,174,22,2,8.7
